SONG_ID,audio_path,annotation_path,structure_sequence,duration,num_structures,artist,title
54,datasets/audio/54.mp3,datasets/salami-data-public/annotations/54/textfile1.txt,"[[""intro"", 0.383673469, 3.910680272], [""intro"", 3.910680272, 7.13340136], [""verse"", 7.13340136, 10.197981859], [""verse"", 10.197981859, 13.358730158], [""intro"", 13.358730158, 16.389818594], [""verse"", 16.389818594, 19.525306122], [""verse"", 19.525306122, 22.566870748], [""verse"", 22.566870748, 25.742539682], [""verse"", 25.742539682, 28.718888888], [""verse"", 28.718888888, 31.901791383], [""verse"", 31.901791383, 34.939954648], [""verse"", 34.939954648, 37.982199546], [""verse"", 37.982199546, 41.03786848], [""verse"", 41.03786848, 44.20739229], [""verse"", 44.20739229, 47.141950113], [""verse"", 47.141950113, 50.214421768], [""verse"", 50.214421768, 53.158911564], [""verse"", 53.158911564, 56.226938775], [""verse"", 56.226938775, 59.230362811], [""verse"", 59.230362811, 62.225691609], [""verse"", 62.225691609, 65.246258503], [""verse"", 65.246258503, 68.335804988], [""intro"", 68.335804988, 71.505918367], [""intro"", 71.505918367, 74.633061224], [""verse"", 74.633061224, 77.813832199], [""verse"", 77.813832199, 80.899070294], [""verse"", 80.899070294, 83.990090702], [""verse"", 83.990090702, 87.058752834], [""intro"", 87.058752834, 90.202743764], [""intro"", 90.202743764, 93.226349206], [""verse"", 93.226349206, 96.255306122], [""verse"", 96.255306122, 99.302154195], [""verse"", 99.302154195, 102.325827664], [""verse"", 102.325827664, 105.346575963], [""verse"", 105.346575963, 108.410725623], [""verse"", 108.410725623, 111.442721088], [""verse"", 111.442721088, 114.41861678], [""verse"", 114.41861678, 117.431088435], [""intro"", 117.431088435, 120.453492063], [""intro"", 120.453492063, 123.490770975], [""verse"", 123.490770975, 126.521927437], [""verse"", 126.521927437, 129.659727891], [""verse"", 129.659727891, 132.86664399], [""intro"", 132.86664399, 136.844331065], [""intro"", 136.844331065, 139.83324263], [""verse"", 139.83324263, 142.960498866], [""verse"", 142.960498866, 146.045238095], [""verse"", 146.045238095, 149.228843537], [""verse"", 149.228843537, 152.358004535], [""intro"", 152.358004535, 155.421519274], [""intro"", 155.421519274, 158.472653061], [""verse"", 158.472653061, 161.507369614], [""intro"", 161.507369614, 171.348480725], [""verse"", 171.348480725, 174.910566893], [""intro"", 174.910566893, 178.322154195]]",178.322154195,55,Unknown,Unknown
155,datasets/audio/155.mp3,datasets/salami-data-public/annotations/155/textfile1.txt,"[[""intro"", 0.0, 1.03494331], [""verse"", 1.03494331, 21.420408163], [""chorus"", 21.420408163, 44.90739229], [""chorus"", 44.90739229, 53.870294784], [""bridge"", 53.870294784, 65.201632653], [""unknown"", 65.201632653, 88.274716553], [""chorus"", 88.274716553, 100.310204081], [""bridge"", 100.310204081, 114.281836734], [""unknown"", 114.281836734, 137.710612244], [""bridge"", 137.710612244, 161.175510204], [""unknown"", 161.175510204, 179.488412698], [""unknown"", 179.488412698, 202.448979591], [""intro"", 202.448979591, 221.89430839], [""chorus"", 221.89430839, 246.987755102], [""intro"", 246.987755102, 249.835351473]]",249.835351473,15,Unknown,Unknown
120,datasets/audio/120.mp3,datasets/salami-data-public/annotations/120/textfile1.txt,"[[""intro"", 0.0, 0.882358276], [""intro"", 0.882358276, 10.950748299], [""verse"", 10.950748299, 22.761836734], [""chorus"", 22.761836734, 35.944489795], [""chorus"", 35.944489795, 47.55446712], [""verse"", 47.55446712, 64.644353741], [""chorus"", 64.644353741, 78.984489795], [""verse"", 78.984489795, 101.982040816], [""intro"", 101.982040816, 108.53877551]]",108.53877551,9,Unknown,Unknown
31,datasets/audio/31.mp3,datasets/salami-data-public/annotations/31/textfile1.txt,"[[""intro"", 0.162539682, 2.527641723], [""intro"", 2.527641723, 7.414217687], [""verse"", 7.414217687, 12.179659863], [""chorus"", 12.179659863, 19.296961451], [""verse"", 19.296961451, 23.913492063], [""chorus"", 23.913492063, 28.304444444], [""chorus"", 28.304444444, 32.712585034], [""bridge"", 32.712585034, 36.976530612], [""verse"", 36.976530612, 41.432562358], [""chorus"", 41.432562358, 46.917981859], [""verse"", 46.917981859, 51.248548752], [""chorus"", 51.248548752, 55.576780045], [""chorus"", 55.576780045, 59.552063492], [""bridge"", 59.552063492, 63.984263038], [""verse"", 63.984263038, 68.36802721], [""chorus"", 68.36802721, 71.71185941], [""verse"", 71.71185941, 75.92356009], [""chorus"", 75.92356009, 80.119954648], [""chorus"", 80.119954648, 84.26494331], [""bridge"", 84.26494331, 88.384421768], [""verse"", 88.384421768, 92.591950113], [""chorus"", 92.591950113, 98.184376417], [""verse"", 98.184376417, 102.044875283], [""chorus"", 102.044875283, 106.392471655], [""chorus"", 106.392471655, 110.568072562], [""bridge"", 110.568072562, 114.616122448], [""verse"", 114.616122448, 118.795555555], [""chorus"", 118.795555555, 124.848866213], [""verse"", 124.848866213, 128.912086167], [""chorus"", 128.912086167, 133.036281179], [""verse"", 133.036281179, 136.511791383], [""intro"", 136.511791383, 140.020362811], [""intro"", 140.020362811, 143.367777777]]",143.367777777,33,Unknown,Unknown
95,datasets/audio/95.mp3,datasets/salami-data-public/annotations/95/textfile1.txt,"[[""intro"", 0.320272108, 16.300408163], [""intro"", 16.300408163, 44.660340136], [""chorus"", 44.660340136, 64.798730158], [""chorus"", 64.798730158, 80.332517006], [""unknown"", 80.332517006, 103.854081632], [""unknown"", 103.854081632, 119.257687074], [""unknown"", 119.257687074, 129.48031746], [""chorus"", 129.48031746, 151.672743764], [""unknown"", 151.672743764, 161.239365079], [""intro"", 161.239365079, 187.661587301], [""intro"", 187.661587301, 188.321587301]]",188.321587301,11,Unknown,Unknown
75,datasets/audio/75.mp3,datasets/salami-data-public/annotations/75/textfile2.txt,"[[""intro"", 0.116099773, 4.179591836], [""intro"", 4.179591836, 10.19356009], [""intro"", 10.19356009, 18.348798185], [""intro"", 18.348798185, 26.543015873], [""verse"", 26.543015873, 30.534240362], [""intro"", 30.534240362, 43.025532879], [""intro"", 43.025532879, 55.68941043], [""chorus"", 55.68941043, 68.220226757], [""intro"", 68.220226757, 80.759002267], [""intro"", 80.759002267, 88.81632653], [""chorus"", 88.81632653, 97.268390022], [""intro"", 97.268390022, 105.469659863], [""intro"", 105.469659863, 112.431020408], [""intro"", 112.431020408, 119.768526077], [""chorus"", 119.768526077, 128.011609977], [""intro"", 128.011609977, 136.096281179], [""verse"", 136.096281179, 140.132426303], [""intro"", 140.132426303, 152.531882086], [""intro"", 152.531882086, 160.601088435]]",160.601088435,19,Unknown,Unknown
162,datasets/audio/162.mp3,datasets/salami-data-public/annotations/162/textfile1.txt,"[[""intro"", 0.0, 1.502040816], [""intro"", 1.502040816, 12.43462585], [""verse"", 12.43462585, 22.779546485], [""verse"", 22.779546485, 33.175646258], [""verse"", 33.175646258, 48.928752834], [""chorus"", 48.928752834, 59.201678004], [""chorus"", 59.201678004, 77.387755102], [""verse"", 77.387755102, 87.860566893], [""verse"", 87.860566893, 95.804081632], [""verse"", 95.804081632, 103.836734693], [""chorus"", 103.836734693, 112.806621315], [""chorus"", 112.806621315, 121.33877551], [""unknown"", 121.33877551, 134.543854875], [""unknown"", 134.543854875, 150.82095238], [""unknown"", 150.82095238, 163.330612244], [""chorus"", 163.330612244, 177.632653061], [""intro"", 177.632653061, 188.995918367], [""intro"", 188.995918367, 199.375215419], [""intro"", 199.375215419, 206.057596371]]",206.057596371,19,Unknown,Unknown
39,datasets/audio/39.mp3,datasets/salami-data-public/annotations/39/textfile1.txt,"[[""intro"", 0.02031746, 6.992063492], [""chorus"", 6.992063492, 13.095600907], [""chorus"", 13.095600907, 19.190430839], [""verse"", 19.190430839, 25.256145124], [""chorus"", 25.256145124, 31.280589569], [""chorus"", 31.280589569, 37.335487528], [""verse"", 37.335487528, 43.522539682], [""unknown"", 43.522539682, 49.543628117], [""verse"", 49.543628117, 55.69632653], [""intro"", 55.69632653, 61.77664399], [""chorus"", 61.77664399, 67.840748299], [""intro"", 67.840748299, 73.855464852], [""verse"", 73.855464852, 79.976439909], [""unknown"", 79.976439909, 86.127437641], [""verse"", 86.127437641, 92.119501133], [""intro"", 92.119501133, 98.111678004], [""chorus"", 98.111678004, 104.101836734], [""intro"", 104.101836734, 109.999523809], [""verse"", 109.999523809, 116.215600907], [""unknown"", 116.215600907, 122.207278911], [""verse"", 122.207278911, 128.241564625], [""intro"", 128.241564625, 134.288979591], [""chorus"", 134.288979591, 140.304648526], [""intro"", 140.304648526, 146.296893424], [""verse"", 146.296893424, 152.303990929], [""unknown"", 152.303990929, 158.464512471], [""verse"", 158.464512471, 164.45648526], [""intro"", 164.45648526, 170.576825396], [""chorus"", 170.576825396, 176.48079365], [""chorus"", 176.48079365, 181.975510204], [""intro"", 181.975510204, 185.256145124], [""verse"", 185.256145124, 196.417596371]]",196.43478458,32,Unknown,Unknown
19,datasets/audio/19.mp3,datasets/salami-data-public/annotations/19/textfile1.txt,"[[""intro"", 0.264285714, 2.998594104], [""intro"", 2.998594104, 8.349138321], [""verse"", 8.349138321, 13.800430839], [""chorus"", 13.800430839, 19.261473922], [""verse"", 19.261473922, 24.540362811], [""chorus"", 24.540362811, 29.989546485], [""intro"", 29.989546485, 35.309070294], [""verse"", 35.309070294, 40.646530612], [""verse"", 40.646530612, 46.049727891], [""chorus"", 46.049727891, 51.465510204], [""verse"", 51.465510204, 56.729501133], [""chorus"", 56.729501133, 62.185442176], [""verse"", 62.185442176, 67.467278911], [""verse"", 67.467278911, 72.773038548], [""verse"", 72.773038548, 78.162244897], [""chorus"", 78.162244897, 83.497414965], [""verse"", 83.497414965, 88.82861678], [""chorus"", 88.82861678, 94.29909297], [""verse"", 94.29909297, 99.503628117], [""verse"", 99.503628117, 104.747210884], [""verse"", 104.747210884, 110.038956916], [""chorus"", 110.038956916, 115.410725623], [""verse"", 115.410725623, 120.697460317], [""chorus"", 120.697460317, 125.978253968], [""verse"", 125.978253968, 131.155283446], [""intro"", 131.155283446, 136.473514739], [""verse"", 136.473514739, 141.789523809], [""chorus"", 141.789523809, 147.045646258], [""verse"", 147.045646258, 152.32526077], [""chorus"", 152.32526077, 157.677256235], [""intro"", 157.677256235, 162.952630385], [""verse"", 162.952630385, 168.254353741], [""verse"", 168.254353741, 173.493537414], [""chorus"", 173.493537414, 178.805487528], [""verse"", 178.805487528, 184.014285714], [""chorus"", 184.014285714, 189.301451247], [""verse"", 189.301451247, 194.550544217], [""verse"", 194.550544217, 199.820839002], [""verse"", 199.820839002, 205.125442176], [""verse"", 205.125442176, 210.385555555], [""verse"", 210.385555555, 215.117346938], [""intro"", 215.117346938, 218.911564625]]",218.911564625,42,Unknown,Unknown
164,datasets/audio/164.mp3,datasets/salami-data-public/annotations/164/textfile1.txt,"[[""intro"", 0.0, 1.021678004], [""intro"", 1.021678004, 14.397845804], [""verse"", 14.397845804, 27.559183673], [""verse"", 27.559183673, 41.023151927], [""chorus"", 41.023151927, 54.91478458], [""verse"", 54.91478458, 68.940589569], [""verse"", 68.940589569, 89.338503401], [""verse"", 89.338503401, 103.075419501], [""verse"", 103.075419501, 116.512653061], [""verse"", 116.512653061, 130.156031746], [""verse"", 130.156031746, 144.033854875], [""chorus"", 144.033854875, 169.240816326], [""chorus"", 169.240816326, 179.434263038], [""bridge"", 179.434263038, 190.127278911], [""chorus"", 190.127278911, 202.182108843], [""bridge"", 202.182108843, 211.004081632], [""unknown"", 211.004081632, 221.147188208], [""unknown"", 221.147188208, 227.447687074], [""unknown"", 227.447687074, 232.593809523], [""unknown"", 232.593809523, 237.703333333], [""unknown"", 237.703333333, 242.813673469], [""unknown"", 242.813673469, 248.015827664], [""unknown"", 248.015827664, 255.665714285], [""intro"", 255.665714285, 261.007800453], [""intro"", 261.007800453, 267.63802721], [""unknown"", 267.63802721, 273.084104308], [""unknown"", 273.084104308, 278.56079365], [""bridge"", 278.56079365, 284.296802721], [""chorus"", 284.296802721, 291.412698412], [""unknown"", 291.412698412, 297.091156462], [""unknown"", 297.091156462, 304.911768707], [""unknown"", 304.911768707, 311.490226757], [""unknown"", 311.490226757, 318.183265306], [""unknown"", 318.183265306, 325.874875283], [""intro"", 325.874875283, 328.644920634], [""intro"", 328.644920634, 331.282879818], [""intro"", 331.282879818, 333.972743764], [""chorus"", 333.972743764, 341.294331065], [""unknown"", 341.294331065, 346.906575963], [""unknown"", 346.906575963, 352.554331065], [""intro"", 352.554331065, 357.860702947], [""intro"", 357.860702947, 363.233809523], [""unknown"", 363.233809523, 368.405691609], [""unknown"", 368.405691609, 373.640498866], [""unknown"", 373.640498866, 379.064716553], [""unknown"", 379.064716553, 385.440408163], [""chorus"", 385.440408163, 397.895487528], [""bridge"", 397.895487528, 406.98170068], [""chorus"", 406.98170068, 418.906734693], [""bridge"", 418.906734693, 427.766281179], [""unknown"", 427.766281179, 437.938684807], [""unknown"", 437.938684807, 444.39462585], [""unknown"", 444.39462585, 448.314988662], [""unknown"", 448.314988662, 453.465170068], [""unknown"", 453.465170068, 458.665646258], [""unknown"", 458.665646258, 463.846371882], [""unknown"", 463.846371882, 471.609818594], [""intro"", 471.609818594, 476.848231292], [""intro"", 476.848231292, 483.428163265], [""unknown"", 483.428163265, 489.043469387], [""unknown"", 489.043469387, 494.686575963], [""bridge"", 494.686575963, 500.422857142], [""bridge"", 500.422857142, 507.642630385], [""unknown"", 507.642630385, 513.175510204], [""unknown"", 513.175510204, 521.006621315], [""unknown"", 521.006621315, 527.706371882], [""unknown"", 527.706371882, 534.441632653], [""unknown"", 534.441632653, 543.281632653], [""unknown"", 543.281632653, 548.527188208], [""unknown"", 548.527188208, 552.565306122], [""intro"", 552.565306122, 559.771428571], [""intro"", 559.771428571, 564.741224489]]",564.741224489,72,Unknown,Unknown
